Municipal_Council_Area,Province,District,DS_Division_Name,GND_Name,GND_Code
Matale MC,Central,Matale,Matale,Makulgaharuppa,LK2218110
Matale MC,Central,Matale,Matale,Udugama,LK2218115
Matale MC,Central,Matale,Matale,Dunkalawatta,LK2218125
Matale MC,Central,Matale,Matale,Dorakumbura,LK2218130
Matale MC,Central,Matale,Matale,Biridewala,LK2218135
Matale MC,Central,Matale,Matale,Aluvihare,LK2218140
Matale MC,Central,Matale,Matale,Dikkiriya,LK2218145
Matale MC,Central,Matale,Matale,Parawatta,LK2218150
Matale MC,Central,Matale,Matale,Kaludewala,LK2218155
Matale MC,Central,Matale,Matale,Mandandawela,LK2218160
Matale MC,Central,Matale,Matale,Bogahakotuwa,LK2218165
Matale MC,Central,Matale,Matale,Harasgama,LK2218170
Matale MC,Central,Matale,Matale,Kandegedara,LK2218175
Matale MC,Central,Matale,Matale,Malwatta,LK2218180
Matale MC,Central,Matale,Matale,Vihara Road,LK2218185
Matale MC,Central,Matale,Matale,Muslim Town,LK2218190
Matale MC,Central,Matale,Matale,Oya Pahala,LK2218195
Matale MC,Central,Matale,Matale,Gongawela,LK2218200
Matale MC,Central,Matale,Matale,Sinhala Town,LK2218205
Matale MC,Central,Matale,Matale,Dodamdeniya,LK2218210
Matale MC,Central,Matale,Matale,Hulangamuwa South,LK2218215
Matale MC,Central,Matale,Matale,Hulangamuwa North,LK2218220
Matale MC,Central,Matale,Matale,Diyabubula,LK2218225
Matale MC,Central,Matale,Matale,Maligathenna,LK2218230
Matale MC,Central,Matale,Matale,Nagolla,LK2218235
Matale MC,Central,Matale,Matale,Pandivita,LK2218240
Matale MC,Central,Matale,Matale,Pandivita Welagama,LK2218245
Matale MC,Central,Matale,Matale,Kotuwegedara North,LK2218250
Matale MC,Central,Matale,Matale,Koombiyangoda,LK2218255
Matale MC,Central,Matale,Matale,Kotuwegedara South,LK2218260
Matale MC,Central,Matale,Matale,[unknown],LK2218265
Dambulla MC,Central,Matale,Dambulla,Siyambala Wewa,LK2206005
Dambulla MC,Central,Matale,Dambulla,Avudangawa,LK2206010
Dambulla MC,Central,Matale,Dambulla,Gedigaswalana,LK2206015
Dambulla MC,Central,Matale,Dambulla,Pidurangala,LK2206020
Dambulla MC,Central,Matale,Dambulla,Thalkote,LK2206025
Dambulla MC,Central,Matale,Dambulla,Digampathaha,LK2206030
Dambulla MC,Central,Matale,Dambulla,Inamaluwa,LK2206035
Dambulla MC,Central,Matale,Dambulla,Nagalawewa,LK2206040
Dambulla MC,Central,Matale,Dambulla,Pothana,LK2206045
Dambulla MC,Central,Matale,Dambulla,Kimbissa,LK2206050
Dambulla MC,Central,Matale,Dambulla,Egodawewa,LK2206055
Dambulla MC,Central,Matale,Dambulla,Palutawa,LK2206060
Dambulla MC,Central,Matale,Dambulla,Sigiriya,LK2206065
Dambulla MC,Central,Matale,Dambulla,Mailattawa,LK2206070
Dambulla MC,Central,Matale,Dambulla,Pol Attawa,LK2206075
Dambulla MC,Central,Matale,Dambulla,Nikawatawana,LK2206080
Dambulla MC,Central,Matale,Dambulla,Kumbukkandanwala,LK2206085
Dambulla MC,Central,Matale,Dambulla,Bellanneoya,LK2206090
Dambulla MC,Central,Matale,Dambulla,Rathmalkatuwa,LK2206095
Dambulla MC,Central,Matale,Dambulla,Welihena,LK2206100
Dambulla MC,Central,Matale,Dambulla,Etawarahena,LK2206105
Dambulla MC,Central,Matale,Dambulla,Pallegama,LK2206110
Dambulla MC,Central,Matale,Dambulla,Bulagala,LK2206115
Dambulla MC,Central,Matale,Dambulla,Pelvehera,LK2206120
Dambulla MC,Central,Matale,Dambulla,[unknown],LK2206125
Dambulla MC,Central,Matale,Dambulla,Pahala Erevula,LK2206130
Dambulla MC,Central,Matale,Dambulla,Ihala Ereula,LK2206135
Dambulla MC,Central,Matale,Dambulla,Welangolla,LK2206140
Dambulla MC,Central,Matale,Dambulla,Wewala Wewa,LK2206145
Dambulla MC,Central,Matale,Dambulla,Yakkuragala North,LK2206150
Dambulla MC,Central,Matale,Dambulla,Vilhatha,LK2206155
Dambulla MC,Central,Matale,Dambulla,Athuparayaya,LK2206160
Dambulla MC,Central,Matale,Dambulla,Pahala Wewa,LK2206165
Dambulla MC,Central,Matale,Dambulla,Dambulla Town,LK2206170
Dambulla MC,Central,Matale,Dambulla,Dambulugama,LK2206175
Dambulla MC,Central,Matale,Dambulla,Haluapullana Wewa,LK2206180
Dambulla MC,Central,Matale,Dambulla,Pohoranwewa,LK2206185
Dambulla MC,Central,Matale,Dambulla,Yapagama,LK2206190
Dambulla MC,Central,Matale,Dambulla,Rathmalgaha Ela,LK2206195
Dambulla MC,Central,Matale,Dambulla,Yakkuragala South,LK2206200
Dambulla MC,Central,Matale,Dambulla,Kalundewa Aluthgama,LK2206205
Dambulla MC,Central,Matale,Dambulla,Angunawel Pelessa,LK2206210
Dambulla MC,Central,Matale,Dambulla,Kalogaha Ela,LK2206215
Dambulla MC,Central,Matale,Dambulla,Thittawelgolla,LK2206220
Dambulla MC,Central,Matale,Dambulla,Moragollewa,LK2206225
Dambulla MC,Central,Matale,Dambulla,Kapuwatta,LK2206230
Dambulla MC,Central,Matale,Dambulla,Kiralagolla,LK2206235
Dambulla MC,Central,Matale,Dambulla,Wavulambe,LK2206240
Dambulla MC,Central,Matale,Dambulla,Embulambe,LK2206245
Dambulla MC,Central,Matale,Dambulla,Puwak Attawala,LK2206250
Dambulla MC,Central,Matale,Dambulla,Kalundewa Paranagama,LK2206255
Dambulla MC,Central,Matale,Dambulla,Walgamwewa,LK2206260
Dambulla MC,Central,Matale,Dambulla,Pannampitiya,LK2206270
Dambulla MC,Central,Matale,Dambulla,Welamitiyawa,LK2206275
Dambulla MC,Central,Matale,Dambulla,Etha Bendiwewa,LK2206280
Dambulla MC,Central,Matale,Dambulla,Lenadora North,LK2206285
Dambulla MC,Central,Matale,Dambulla,Lenadora South,LK2206290
Dambulla MC,Central,Matale,Dambulla,Nayakumbura,LK2206295
Dambulla MC,Central,Matale,Dambulla,Kandalama,LK2206300
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Bangalahatha,LK2312030
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Toppass,LK2312035
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Park,LK2312040
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Concordia,LK2312045
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kandapola,LK2312050
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kandapola Central,LK2312055
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya East,LK2312060
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Bambarakele,LK2312065
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Nuwaraeliya West,LK2312070
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Shanthipura,LK2312075
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kalapura,LK2312080
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Rathnagiriya,LK2312140
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Summerset,LK2312150
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Nanuoya,LK2312155
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Windicorner,LK2312160
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Nuwaraeliya,LK2312165
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Central,LK2312170
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya North,LK2312175
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya West,LK2312180
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Bulu Ela,LK2312185
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Galpalama,LK2312190
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Jayalanka,LK2312195
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kandapola East,LK2312200
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Pedro,LK2312205
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Goredihela,LK2312210
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Seethaeliya,LK2312215
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Sandathenna,LK2312220
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kelegala,LK2312225
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kalukele,LK2312230
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Magasthota,LK2312235
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Ruwaneliya,LK2312240
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Perakumpura,LK2312245
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Kirimetiya,LK2312250
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Magoda,LK2312290
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Mihindupura,LK2312295
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Meepilimana,LK2312300
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Ambewela,LK2312305
Nuwara Eliya MC,Central,Nuwara Eliya,Nuwara Eliya,Pattipola,LK2312310
Galle MC,Southern,Galle,Galle 4 Gravets,Ukwatta East,LK3139005
Galle MC,Southern,Galle,Galle 4 Gravets,Ukwatta West,LK3139010
Galle MC,Southern,Galle,Galle 4 Gravets,Maha Hapugala,LK3139015
Galle MC,Southern,Galle,Galle 4 Gravets,Kurunduwatta,LK3139020
Galle MC,Southern,Galle,Galle 4 Gravets,Welipitimodara,LK3139025
Galle MC,Southern,Galle,Galle 4 Gravets,Ginthota West,LK3139030
Galle MC,Southern,Galle,Galle 4 Gravets,Ginthota East,LK3139035
Galle MC,Southern,Galle,Galle 4 Gravets,Piyadigama,LK3139040
Galle MC,Southern,Galle,Galle 4 Gravets,Bope North,LK3139045
Galle MC,Southern,Galle,Galle 4 Gravets,Bope East,LK3139050
Galle MC,Southern,Galle,Galle 4 Gravets,Kumbalwella North,LK3139055
Galle MC,Southern,Galle,Galle 4 Gravets,Madawalamulla North,LK3139060
Galle MC,Southern,Galle,Galle 4 Gravets,Madawalamulla South,LK3139065
Galle MC,Southern,Galle,Galle 4 Gravets,Deddugoda North,LK3139070
Galle MC,Southern,Galle,Galle 4 Gravets,Deddugoda South,LK3139075
Galle MC,Southern,Galle,Galle 4 Gravets,Maitipe,LK3139080
Galle MC,Southern,Galle,Galle 4 Gravets,Welipatha,LK3139085
Galle MC,Southern,Galle,Galle 4 Gravets,Maligaspe,LK3139090
Galle MC,Southern,Galle,Galle 4 Gravets,Dangedara East,LK3139095
Galle MC,Southern,Galle,Galle 4 Gravets,Dangedara West,LK3139100
Galle MC,Southern,Galle,Galle 4 Gravets,Bataganvila,LK3139105
Galle MC,Southern,Galle,Galle 4 Gravets,Galwadugoda,LK3139110
Galle MC,Southern,Galle,Galle 4 Gravets,Richmond Kanda,LK3139115
Galle MC,Southern,Galle,Galle 4 Gravets,Bope West,LK3139120
Galle MC,Southern,Galle,Galle 4 Gravets,Siyambalagahawatta,LK3139125
Galle MC,Southern,Galle,Galle 4 Gravets,Dadalla East,LK3139130
Galle MC,Southern,Galle,Galle 4 Gravets,Dadalla West,LK3139135
Galle MC,Southern,Galle,Galle 4 Gravets,Walawwatta,LK3139140
Galle MC,Southern,Galle,Galle 4 Gravets,Kumbalwella South,LK3139145
Galle MC,Southern,Galle,Galle 4 Gravets,Mahamodara,LK3139150
Galle MC,Southern,Galle,Galle 4 Gravets,Osanagoda,LK3139155
Galle MC,Southern,Galle,Galle 4 Gravets,Kandewatta,LK3139160
Galle MC,Southern,Galle,Galle 4 Gravets,Sanghamittapura,LK3139165
Galle MC,Southern,Galle,Galle 4 Gravets,Madapathala,LK3139170
Galle MC,Southern,Galle,Galle 4 Gravets,Pokunawatta,LK3139175
Galle MC,Southern,Galle,Galle 4 Gravets,Milidduwa,LK3139180
Galle MC,Southern,Galle,Galle 4 Gravets,Ettiligoda South,LK3139185
Galle MC,Southern,Galle,Galle 4 Gravets,Makuluwa,LK3139190
Galle MC,Southern,Galle,Galle 4 Gravets,Pettigalawatta,LK3139195
Galle MC,Southern,Galle,Galle 4 Gravets,Thalapitiya,LK3139200
Galle MC,Southern,Galle,Galle 4 Gravets,Kongaha,LK3139205
Galle MC,Southern,Galle,Galle 4 Gravets,Weliwatta,LK3139210
Galle MC,Southern,Galle,Galle 4 Gravets,Minuwangoda,LK3139215
Galle MC,Southern,Galle,Galle 4 Gravets,Kaluwella,LK3139220
Galle MC,Southern,Galle,Galle 4 Gravets,Cheena Koratuwa,LK3139225
Galle MC,Southern,Galle,Galle 4 Gravets,Fort,LK3139230
Galle MC,Southern,Galle,Galle 4 Gravets,Magalla,LK3139235
Galle MC,Southern,Galle,Galle 4 Gravets,Dewathura,LK3139240
Galle MC,Southern,Galle,Galle 4 Gravets,Katugoda,LK3139245
Galle MC,Southern,Galle,Galle 4 Gravets,Dewata,LK3139250
Matara MC,Southern,Matara,Matara Four Gravets,Deeyagaha East,LK3242005
Matara MC,Southern,Matara,Matara Four Gravets,Kekanadura East,LK3242010
Matara MC,Southern,Matara,Matara Four Gravets,Kokawala,LK3242015
Matara MC,Southern,Matara,Matara Four Gravets,Parawahera East,LK3242020
Matara MC,Southern,Matara,Matara Four Gravets,Parawahera North,LK3242025
Matara MC,Southern,Matara,Matara Four Gravets,Kekanadura North,LK3242030
Matara MC,Southern,Matara,Matara Four Gravets,Kekanadura Central,LK3242035
Matara MC,Southern,Matara,Matara Four Gravets,Deeyagaha West,LK3242040
Matara MC,Southern,Matara,Matara Four Gravets,Navimana North,LK3242045
Matara MC,Southern,Matara,Matara Four Gravets,Pahalagoda,LK3242050
Matara MC,Southern,Matara,Matara Four Gravets,Navimana South,LK3242055
Matara MC,Southern,Matara,Matara Four Gravets,Thudawa East,LK3242060
Matara MC,Southern,Matara,Matara Four Gravets,Thudawa North,LK3242065
Matara MC,Southern,Matara,Matara Four Gravets,Thudawa South,LK3242070
Matara MC,Southern,Matara,Matara Four Gravets,Sudarshi Place,LK3242075
Matara MC,Southern,Matara,Matara Four Gravets,Hittatiya East,LK3242080
Matara MC,Southern,Matara,Matara Four Gravets,Hittatiya Meda,LK3242085
Matara MC,Southern,Matara,Matara Four Gravets,Godagama,LK3242090
Matara MC,Southern,Matara,Matara Four Gravets,Eduwa - Madurudoowa,LK3242095
Matara MC,Southern,Matara,Matara Four Gravets,Kanattagoda North,LK3242100
Matara MC,Southern,Matara,Matara Four Gravets,Wewahamandoowa,LK3242105
Matara MC,Southern,Matara,Matara Four Gravets,Hittatiya West,LK3242110
Matara MC,Southern,Matara,Matara Four Gravets,Isadeen Town,LK3242115
Matara MC,Southern,Matara,Matara Four Gravets,Weliweriya West,LK3242120
Matara MC,Southern,Matara,Matara Four Gravets,Weliweriya East,LK3242125
Matara MC,Southern,Matara,Matara Four Gravets,Walpala,LK3242130
Matara MC,Southern,Matara,Matara Four Gravets,Weragampita,LK3242135
Matara MC,Southern,Matara,Matara Four Gravets,Ruwan Ella,LK3242140
Matara MC,Southern,Matara,Matara Four Gravets,Kekanadura West,LK3242145
Matara MC,Southern,Matara,Matara Four Gravets,Kekanadura South,LK3242150
Matara MC,Southern,Matara,Matara Four Gravets,Parawahera South,LK3242155
Matara MC,Southern,Matara,Matara Four Gravets,Thalpavila North,LK3242160
Matara MC,Southern,Matara,Matara Four Gravets,Nakuttiya,LK3242165
Matara MC,Southern,Matara,Matara Four Gravets,Veherahena,LK3242170
Matara MC,Southern,Matara,Matara Four Gravets,Makavita,LK3242175
Matara MC,Southern,Matara,Matara Four Gravets,Weradoowa,LK3242180
Matara MC,Southern,Matara,Matara Four Gravets,Uyanwatta,LK3242185
Matara MC,Southern,Matara,Matara Four Gravets,Uyanwatta North,LK3242190
Matara MC,Southern,Matara,Matara Four Gravets,Kadeweediya East,LK3242195
Matara MC,Southern,Matara,Matara Four Gravets,Kadeweediya West,LK3242200
Matara MC,Southern,Matara,Matara Four Gravets,Welegoda East,LK3242205
Matara MC,Southern,Matara,Matara Four Gravets,Welegoda West,LK3242210
Matara MC,Southern,Matara,Matara Four Gravets,Mathotagama,LK3242215
Matara MC,Southern,Matara,Matara Four Gravets,Walgama North,LK3242220
Matara MC,Southern,Matara,Matara Four Gravets,Kanattegoda South,LK3242225
Matara MC,Southern,Matara,Matara Four Gravets,Madiha West,LK3242230
Matara MC,Southern,Matara,Matara Four Gravets,Walgama,LK3242235
Matara MC,Southern,Matara,Matara Four Gravets,Walgama Meda,LK3242240
Matara MC,Southern,Matara,Matara Four Gravets,Walgama South,LK3242245
Matara MC,Southern,Matara,Matara Four Gravets,Madiha East,LK3242250
Matara MC,Southern,Matara,Matara Four Gravets,Polhena,LK3242255
Matara MC,Southern,Matara,Matara Four Gravets,Pamburana,LK3242260
Matara MC,Southern,Matara,Matara Four Gravets,Noope,LK3242265
Matara MC,Southern,Matara,Matara Four Gravets,Kadeweediya South,LK3242270
Matara MC,Southern,Matara,Matara Four Gravets,Thotamuna,LK3242275
Matara MC,Southern,Matara,Matara Four Gravets,Fort,LK3242280
Matara MC,Southern,Matara,Matara Four Gravets,Kotuwegoda North,LK3242285
Matara MC,Southern,Matara,Matara Four Gravets,Eliyakanda North,LK3242290
Matara MC,Southern,Matara,Matara Four Gravets,Meddawatta,LK3242295
Matara MC,Southern,Matara,Matara Four Gravets,Rassandeniya,LK3242300
Matara MC,Southern,Matara,Matara Four Gravets,Wewa Ihalagoda,LK3242305
Matara MC,Southern,Matara,Matara Four Gravets,Thalpavila South,LK3242310
Matara MC,Southern,Matara,Matara Four Gravets,Gandarawatta,LK3242315
Matara MC,Southern,Matara,Matara Four Gravets,Meddawatta South,LK3242320
Matara MC,Southern,Matara,Matara Four Gravets,Eliyakanda South,LK3242325
Matara MC,Southern,Matara,Matara Four Gravets,Kotuwegoda South,LK3242330
Hambantota MC,Southern,Hambantota,Hambantota,Elalla,LK3312005
Hambantota MC,Southern,Hambantota,Hambantota,Ketenwewa,LK3312010
Hambantota MC,Southern,Hambantota,Hambantota,Thammennawa,LK3312015
Hambantota MC,Southern,Hambantota,Hambantota,Badagiriya,LK3312020
Hambantota MC,Southern,Hambantota,Hambantota,Yahangala East,LK3312025
Hambantota MC,Southern,Hambantota,Hambantota,Joolgamuwa,LK3312030
Hambantota MC,Southern,Hambantota,Hambantota,Yahangala West,LK3312035
Hambantota MC,Southern,Hambantota,Hambantota,Keliyapura,LK3312040
Hambantota MC,Southern,Hambantota,Hambantota,Gonnoruwa,LK3312045
Hambantota MC,Southern,Hambantota,Hambantota,Bellagaswewa,LK3312050
Hambantota MC,Southern,Hambantota,Hambantota,Galwewa,LK3312055
Hambantota MC,Southern,Hambantota,Hambantota,Siyambalagasvila South,LK3312060
Hambantota MC,Southern,Hambantota,Hambantota,Siyambalagasvila North,LK3312065
Hambantota MC,Southern,Hambantota,Hambantota,Udaberagama,LK3312070
Hambantota MC,Southern,Hambantota,Hambantota,Arawanamulla,LK3312075
Hambantota MC,Southern,Hambantota,Hambantota,Pahala Beragama,LK3312080
Hambantota MC,Southern,Hambantota,Hambantota,Dehigahalanda,LK3312085
Hambantota MC,Southern,Hambantota,Hambantota,Walawa,LK3312090
Hambantota MC,Southern,Hambantota,Hambantota,Godawaya,LK3312095
Hambantota MC,Southern,Hambantota,Hambantota,Sisilasagama,LK3312100
Hambantota MC,Southern,Hambantota,Hambantota,Manajjawa,LK3312105
Hambantota MC,Southern,Hambantota,Hambantota,Samodagama,LK3312110
Hambantota MC,Southern,Hambantota,Hambantota,Mirijjavila,LK3312115
Hambantota MC,Southern,Hambantota,Hambantota,Hambantota West,LK3312120
Hambantota MC,Southern,Hambantota,Hambantota,Hambantota East,LK3312125
Hambantota MC,Southern,Hambantota,Hambantota,Siribopura,LK3312130
Hambantota MC,Southern,Hambantota,Hambantota,Koholankala,LK3312135
Hambantota MC,Southern,Hambantota,Hambantota,Pallemalala,LK3312140
Hambantota MC,Southern,Hambantota,Hambantota,Bundala,LK3312145
Hambantota MC,Southern,Hambantota,Hambantota,Siriyagama,LK3312150
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kalatuwa Pelessa,LK6154005
Kurunegala MC,North Western,Kurunegala,Kurunegala,Seeradunna,LK6154010
Kurunegala MC,North Western,Kurunegala,Kurunegala,Seruwawa,LK6154015
Kurunegala MC,North Western,Kurunegala,Kurunegala,Pubbowa,LK6154020
Kurunegala MC,North Western,Kurunegala,Kurunegala,Thalvita,LK6154025
Kurunegala MC,North Western,Kurunegala,Kurunegala,Waraddana,LK6154030
Kurunegala MC,North Western,Kurunegala,Kurunegala,Pahala Waraddana,LK6154035
Kurunegala MC,North Western,Kurunegala,Kurunegala,Rangama,LK6154040
Kurunegala MC,North Western,Kurunegala,Kurunegala,Wellawa,LK6154045
Kurunegala MC,North Western,Kurunegala,Kurunegala,Ginikarawa,LK6154050
Kurunegala MC,North Western,Kurunegala,Kurunegala,Pahala Hadirawalana,LK6154055
Kurunegala MC,North Western,Kurunegala,Kurunegala,Thalatuwa,LK6154060
Kurunegala MC,North Western,Kurunegala,Kurunegala,Rikillagamuwa,LK6154065
Kurunegala MC,North Western,Kurunegala,Kurunegala,Dematagolla,LK6154070
Kurunegala MC,North Western,Kurunegala,Kurunegala,Budanapitiya,LK6154075
Kurunegala MC,North Western,Kurunegala,Kurunegala,Hadirawalana Ihala,LK6154080
Kurunegala MC,North Western,Kurunegala,Kurunegala,Mahakandegama,LK6154085
Kurunegala MC,North Western,Kurunegala,Kurunegala,Alakoladeniya,LK6154090
Kurunegala MC,North Western,Kurunegala,Kurunegala,Bamunugedara,LK6154095
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - North East,LK6154100
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - North,LK6154105
Kurunegala MC,North Western,Kurunegala,Kurunegala,Gangoda,LK6154110
Kurunegala MC,North Western,Kurunegala,Kurunegala,Vilgoda,LK6154115
Kurunegala MC,North Western,Kurunegala,Kurunegala,Heraliyawala,LK6154120
Kurunegala MC,North Western,Kurunegala,Kurunegala,Bamunawala,LK6154125
Kurunegala MC,North Western,Kurunegala,Kurunegala,Malkaduwawa,LK6154130
Kurunegala MC,North Western,Kurunegala,Kurunegala,Malkaduwawa South,LK6154135
Kurunegala MC,North Western,Kurunegala,Kurunegala,Malkaduwawa North,LK6154140
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - West,LK6154145
Kurunegala MC,North Western,Kurunegala,Kurunegala,Iluppugedara,LK6154150
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - Central,LK6154155
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - Bazaar,LK6154160
Kurunegala MC,North Western,Kurunegala,Kurunegala,Gettuwana,LK6154165
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - East,LK6154170
Kurunegala MC,North Western,Kurunegala,Kurunegala,Theliyagonna,LK6154175
Kurunegala MC,North Western,Kurunegala,Kurunegala,Udawalpola,LK6154180
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kurunegala Town - South,LK6154185
Kurunegala MC,North Western,Kurunegala,Kurunegala,Veherabenda,LK6154190
Kurunegala MC,North Western,Kurunegala,Kurunegala,Henamulla,LK6154195
Kurunegala MC,North Western,Kurunegala,Kurunegala,Wehera East,LK6154200
Kurunegala MC,North Western,Kurunegala,Kurunegala,Wehera West,LK6154205
Kurunegala MC,North Western,Kurunegala,Kurunegala,Akaragana North,LK6154210
Kurunegala MC,North Western,Kurunegala,Kurunegala,Wanduragala,LK6154215
Kurunegala MC,North Western,Kurunegala,Kurunegala,Rathgalla,LK6154220
Kurunegala MC,North Western,Kurunegala,Kurunegala,Boyagane,LK6154225
Kurunegala MC,North Western,Kurunegala,Kurunegala,Akaragana South,LK6154230
Kurunegala MC,North Western,Kurunegala,Kurunegala,Vilbawa,LK6154235
Kurunegala MC,North Western,Kurunegala,Kurunegala,Nailiya,LK6154240
Kurunegala MC,North Western,Kurunegala,Kurunegala,Madithiyawala,LK6154245
Kurunegala MC,North Western,Kurunegala,Kurunegala,Thorawathura,LK6154250
Kurunegala MC,North Western,Kurunegala,Kurunegala,Mathawa,LK6154255
Kurunegala MC,North Western,Kurunegala,Kurunegala,Attanapitiya,LK6154260
Kurunegala MC,North Western,Kurunegala,Kurunegala,Pahala Thalampitiya,LK6154265
Kurunegala MC,North Western,Kurunegala,Kurunegala,Kudumbuwa,LK6154270
Puttalam MC,North Western,Puttalam,Puttalam,Manalthivu,LK6215005
Puttalam MC,North Western,Puttalam,Puttalam,Sirambiadiya,LK6215010
Puttalam MC,North Western,Puttalam,Puttalam,Sella Kandal,LK6215015
Puttalam MC,North Western,Puttalam,Puttalam,Nelumwewa,LK6215020
Puttalam MC,North Western,Puttalam,Puttalam,Marikkar Street,LK6215025
Puttalam MC,North Western,Puttalam,Puttalam,Mullipuram,LK6215030
Puttalam MC,North Western,Puttalam,Puttalam,Pudukudirippuwa,LK6215035
Puttalam MC,North Western,Puttalam,Puttalam,Puttalam East,LK6215040
Puttalam MC,North Western,Puttalam,Puttalam,Senakudirippuwa,LK6215045
Puttalam MC,North Western,Puttalam,Puttalam,Thiladiya,LK6215050
Puttalam MC,North Western,Puttalam,Puttalam,Puttalam South,LK6215055
Puttalam MC,North Western,Puttalam,Puttalam,Parana Jumma Palli,LK6215060
Puttalam MC,North Western,Puttalam,Puttalam,Puttalam North,LK6215065
Puttalam MC,North Western,Puttalam,Puttalam,Periyapalli Kudiyiruppuwa,LK6215070
Puttalam MC,North Western,Puttalam,Puttalam,Rathmalyaya,LK6215075
Puttalam MC,North Western,Puttalam,Puttalam,Thammennagama,LK6215080
Puttalam MC,North Western,Puttalam,Puttalam,Kaladiya,LK6215085
Puttalam MC,North Western,Puttalam,Puttalam,Bodhirajapura,LK6215090
Puttalam MC,North Western,Puttalam,Puttalam,Attavilluwa,LK6215095
Puttalam MC,North Western,Puttalam,Puttalam,Palaviya,LK6215100
Puttalam MC,North Western,Puttalam,Puttalam,Pottuvilluwa,LK6215105
Puttalam MC,North Western,Puttalam,Puttalam,Attavilluwa Central,LK6215110
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Nuwara Wewa,LK7133005
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Step1 Part 1,LK7133010
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Mahakalattewa,LK7133015
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Thariyankulama,LK7133020
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Nelumkanniya,LK7133025
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Kuda Nelumkulama,LK7133030
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Keerikkulama,LK7133035
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Thammennapura,LK7133040
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Wannithammennawa,LK7133045
Anuradhapura MC,North Central,Anuradhapura,Nuwaragam Palatha East,Thammennakulama,LK7133050
