Municipal_Council_Area,Province,District,DS_Division_Name,GND_Name,GND_Code
Kalmunai MC,Eastern,Ampara,Kalmunai,Natpiddimunai Td 01,LK5221100
Kalmunai MC,Eastern,Ampara,Kalmunai,Chenaikudiyiruppu 01B,LK5221105
Kalmunai MC,Eastern,Ampara,Kalmunai,Chenaikudiyiruppu 01,LK5221110
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 01C,LK5221115
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 01E,LK5221120
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 02B,LK5221125
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 02A,LK5221130
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 02,LK5221135
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 03,LK5221140
Kalmunai MC,Eastern,Ampara,Kalmunai,Kalmunai 03A,LK5221145
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221150
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221155
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221160
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221165
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221170
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221175
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221180
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221185
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221190
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221195
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221200
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221205
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221210
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221215
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221230
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221235
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221240
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221245
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221250
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221255
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221260
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221265
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221270
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221275
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221280
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221285
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221290
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221295
Kalmunai MC,Eastern,Ampara,Kalmunai,[unknown],LK5221300
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 01,LK5225005
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 02,LK5225010
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 03,LK5225015
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 04,LK5225020
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 05,LK5225025
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 06,LK5225030
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 07,LK5225035
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 08,LK5225040
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 09,LK5225045
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 10,LK5225050
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 11,LK5225055
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 13,LK5225060
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 12,LK5225065
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 17,LK5225070
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 14,LK5225075
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 15,LK5225080
Kalmunai MC,Eastern,Ampara,Sainthamaruthu,Sainthamaruthu 16,LK5225085
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Alim Nagar,LK5236005
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Easankanichcheemai,LK5236010
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Pallikudiyiruppu 02,LK5236015
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Paddiyadipiddy,LK5236020
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 06,LK5236025
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 05,LK5236030
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 04,LK5236035
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 16,LK5236040
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 15,LK5236045
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 14,LK5236050
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 13,LK5236055
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 12,LK5236060
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 11,LK5236065
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 01,LK5236070
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Town Division 03,LK5236075
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 10,LK5236080
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Town Division 02,LK5236085
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 02,LK5236090
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 03,LK5236095
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 17,LK5236100
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 18,LK5236105
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 20,LK5236110
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 21,LK5236115
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Pallikudiyiruppu 01,LK5236120
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Akkaraipattu 19,LK5236125
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Town Division 01,LK5236130
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Town Division 05,LK5236135
Akkaraipattu MC,Eastern,Ampara,Akkaraipattu,Town Division 04,LK5236140
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Wilgama,LK5315005
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Welveri,LK5315010
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Kanniya,LK5315015
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Eluppaikulam,LK5315020
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Sampalthivu,LK5315025
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Salli,LK5315030
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Uppuveli,LK5315035
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Puliyankulam,LK5315040
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Varodayanagar,LK5315045
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Peeliyady,LK5315050
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Mankaiyoottu,LK5315055
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Andankulam,LK5315060
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Singhapura,LK5315065
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Kovilady,LK5315070
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Palaiyoottu,LK5315075
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Abayapura,LK5315080
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Anpuvalipuram,LK5315085
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Mihindupura,LK5315090
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Selvanayahapuram,LK5315095
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Jinnanagar,LK5315100
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Murugapuri,LK5315105
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Thirukkadaloor,LK5315110
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Pattanatheru,LK5315115
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Peruntheru,LK5315120
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Sivapuri,LK5315125
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Linganagar,LK5315130
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Mudcove,LK5315135
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Poompuhar,LK5315140
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Sumedhankarapura,LK5315145
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Muththunagar,LK5315150
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Kappalthurai,LK5315155
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Kawattikuda,LK5315160
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Nachchikuda,LK5315165
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Wellaimanal,LK5315170
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Chinabay,LK5315175
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Orr's Hill,LK5315180
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Thillainagar,LK5315185
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Arasadi,LK5315190
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Manayaveli,LK5315195
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Sonagavadi,LK5315200
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Arunagirinagar,LK5315205
Trincomalee MC,Eastern,Trincomalee,Town & Gravets,Villundy,LK5315210
Jaffna MC,Northern,Jaffna,Jaffna,Nedunkulam,LK4136005
Jaffna MC,Northern,Jaffna,Jaffna,Columbuthurai East,LK4136010
Jaffna MC,Northern,Jaffna,Jaffna,Columbuthurai West,LK4136015
Jaffna MC,Northern,Jaffna,Jaffna,Passaiyoor East,LK4136020
Jaffna MC,Northern,Jaffna,Jaffna,Passaiyoor West,LK4136025
Jaffna MC,Northern,Jaffna,Jaffna,Eachchamoddai,LK4136030
Jaffna MC,Northern,Jaffna,Jaffna,Thirunagar,LK4136035
Jaffna MC,Northern,Jaffna,Jaffna,Reclamation East,LK4136040
Jaffna MC,Northern,Jaffna,Jaffna,Reclamation West,LK4136045
Jaffna MC,Northern,Jaffna,Jaffna,Gurunagar East,LK4136050
Jaffna MC,Northern,Jaffna,Jaffna,Gurunagar West,LK4136055
Jaffna MC,Northern,Jaffna,Jaffna,Small Bazaar,LK4136060
Jaffna MC,Northern,Jaffna,Jaffna,Jaffna Town West,LK4136065
Jaffna MC,Northern,Jaffna,Jaffna,Jaffna Town East,LK4136070
Jaffna MC,Northern,Jaffna,Jaffna,Chundikuli South,LK4136075
Jaffna MC,Northern,Jaffna,Jaffna,Chundikuli North,LK4136080
Jaffna MC,Northern,Jaffna,Jaffna,Maruthady,LK4136085
Jaffna MC,Northern,Jaffna,Jaffna,Aththiyadi,LK4136090
Jaffna MC,Northern,Jaffna,Jaffna,Chirampiyadi,LK4136095
Jaffna MC,Northern,Jaffna,Jaffna,Grand Bazaar,LK4136100
Jaffna MC,Northern,Jaffna,Jaffna,Fort,LK4136105
Jaffna MC,Northern,Jaffna,Jaffna,Vannarpannai,LK4136110
Jaffna MC,Northern,Jaffna,Jaffna,Koddady,LK4136115
Jaffna MC,Northern,Jaffna,Jaffna,Navanthurai South,LK4136120
Jaffna MC,Northern,Jaffna,Jaffna,Navanthurai North,LK4136125
Jaffna MC,Northern,Jaffna,Jaffna,Moor Street South,LK4136130
Jaffna MC,Northern,Jaffna,Jaffna,Moor Street North,LK4136135
Jaffna MC,Northern,Jaffna,Jaffna,New Moor Street,LK4136140
Vavuniya MC,Northern,Vavuniya,Vavuniya,Palamoddai,LK4309005
Vavuniya MC,Northern,Vavuniya,Vavuniya,Maruthamadhu,LK4309010
Vavuniya MC,Northern,Vavuniya,Vavuniya,Panrikkeithakulam,LK4309015
Vavuniya MC,Northern,Vavuniya,Vavuniya,Arumugathanputhukulam,LK4309020
Vavuniya MC,Northern,Vavuniya,Vavuniya,Semamadhu,LK4309025
Vavuniya MC,Northern,Vavuniya,Vavuniya,Maligai,LK4309030
Vavuniya MC,Northern,Vavuniya,Vavuniya,Mahilankulam,LK4309035
Vavuniya MC,Northern,Vavuniya,Vavuniya,Maruthankulam,LK4309040
Vavuniya MC,Northern,Vavuniya,Vavuniya,Ilamaruthankulam,LK4309045
Vavuniya MC,Northern,Vavuniya,Vavuniya,Kallikulam,LK4309050
Vavuniya MC,Northern,Vavuniya,Vavuniya,Nochchimoddai,LK4309055
Vavuniya MC,Northern,Vavuniya,Vavuniya,Paranaddakal,LK4309060
Vavuniya MC,Northern,Vavuniya,Vavuniya,Puthukkulam,LK4309065
Vavuniya MC,Northern,Vavuniya,Vavuniya,Marukkarampalai,LK4309070
Vavuniya MC,Northern,Vavuniya,Vavuniya,Thandikulam,LK4309075
Vavuniya MC,Northern,Vavuniya,Vavuniya,Maharambaikulam,LK4309080
Vavuniya MC,Northern,Vavuniya,Vavuniya,Kaththarsinnakulam,LK4309085
Vavuniya MC,Northern,Vavuniya,Vavuniya,Nelukkulam,LK4309090
Vavuniya MC,Northern,Vavuniya,Vavuniya,Pattanichchoor Puliyankulam,LK4309095
Vavuniya MC,Northern,Vavuniya,Vavuniya,Vavuniya Town,LK4309100
Vavuniya MC,Northern,Vavuniya,Vavuniya,Omanthai,LK4309105
Vavuniya MC,Northern,Vavuniya,Vavuniya,Salambaikkulam,LK4309110
Vavuniya MC,Northern,Vavuniya,Vavuniya,Sasthrikoolankulam,LK4309115
Vavuniya MC,Northern,Vavuniya,Vavuniya,Echchankulam,LK4309120
Vavuniya MC,Northern,Vavuniya,Vavuniya,Kalmadu,LK4309125
Vavuniya MC,Northern,Vavuniya,Vavuniya,Poovarasankulam,LK4309130
Vavuniya MC,Northern,Vavuniya,Vavuniya,Sekkadipulavu,LK4309135
Vavuniya MC,Northern,Vavuniya,Vavuniya,Pampaimadu,LK4309140
Vavuniya MC,Northern,Vavuniya,Vavuniya,Rejendrankulam,LK4309145
Vavuniya MC,Northern,Vavuniya,Vavuniya,Koomankulam,LK4309150
Vavuniya MC,Northern,Vavuniya,Vavuniya,Kovilkulam,LK4309155
Vavuniya MC,Northern,Vavuniya,Vavuniya,Velikulam,LK4309160
Vavuniya MC,Northern,Vavuniya,Vavuniya,Moonrumurippu,LK4309165
Vavuniya MC,Northern,Vavuniya,Vavuniya,Kandapuram,LK4309170
Vavuniya MC,Northern,Vavuniya,Vavuniya,Thonikal,LK4309175
Vavuniya MC,Northern,Vavuniya,Vavuniya,Samalankulam,LK4309180
Vavuniya MC,Northern,Vavuniya,Vavuniya,Asikulam,LK4309185
Vavuniya MC,Northern,Vavuniya,Vavuniya,Rambaikulam,LK4309190
Vavuniya MC,Northern,Vavuniya,Vavuniya,Vairavapuliyankulam,LK4309195
Vavuniya MC,Northern,Vavuniya,Vavuniya,Pandarikulam,LK4309200
Vavuniya MC,Northern,Vavuniya,Vavuniya,Vavuniya Town North,LK4309205
Vavuniya MC,Northern,Vavuniya,Vavuniya,Velankulam,LK4309210
